102773509.75825644, 34794.952302021615
124465648.12824391, 48519.9760271337
159213613.0764049, 69079.65827239177
203662415.85569626, 102525.12912000818
253489745.88843173, 142966.622396909
306993169.6414877, 191244.27696907736
403590183.2071697, 289796.98499021254
450262052.2961249, 335174.3363339037
608356868.6858057, 518562.9019215387
757195319.5424746, 723112.3454746665
995450804.6372502, 1095749.2733842274
1500505610.9826732, 2043945.511958036
2027359157.379191, 3228681.9870233205
3055965977.377588, 6022591.314648334
4361179483.994329, 9917218.724097144
