100000000, 0.5097517730496453
140595480.51612848, 0.5765690854618395
189168857.9825395, 0.6344788334264289
284093057.30834645, 0.7190901166235042
395056044.6561532, 0.794762098207485
525731165.817933, 0.8615265153438616
707362454.8848767, 0.9371667597623523
1039217481.9219943, 1.035054757189526
1382965849.2752721, 1.110684422552853
2267820056.6489115, 1.257437075779888
3188452505.886674, 1.3597153810998834
4105491479.4562883, 1.4441785575246706
6165611182.469383, 1.5775487059699724
8764371212.967922, 1.7064333350259824
12187618585.6078, 1.8352968059716652
15521396296.8882, 1.9330472756817145
22063551343.669235, 2.0796624011916247
32060226564.01788, 2.2484618053792382
46077030954.54758, 2.4261158787386385
58039431568.706276, 2.5460188899609
78091080506.30708, 2.705878992535419
