192.18563819475375, -2.1906779661016946
391.3275303039146, -2.116525423728813
739.2677048765453, -2.042372881355932
1345.404809833105, -1.9788135593220337
2638.7204205739154, -1.9046610169491522
5372.950627555708, -1.8305084745762707
10940.377851728741, -1.7563559322033897
21458.888008874103, -1.6875
43697.96118927807, -1.6186440677966099
85717.70914876396, -1.5550847457627115
168170.1517386182, -1.5021186440677967
383243.3045657113, -1.4385593220338984
841309.2352348273, -1.3802966101694913
1847018.4168128767, -1.3273305084745761
4055606.164764985, -1.2849576271186436
8262598.945285364, -1.2478813559322033
17477975.70219256, -1.2161016949152539
38383507.57360931, -1.1843220338983045
94326864.01185639, -1.152542372881356
215081216.0369584, -1.126059322033898
509193826.5967581, -1.104872881355932
1205586193.2756543, -1.0889830508474576
2963414976.743712, -1.0730932203389827
8151243867.52258, -1.0572033898305084
20037917388.851982, -1.0466101694915253
45704359499.15991, -1.0413135593220337
77243973087.20508, -1.0413135593220337
